User_ID,Product_ID,Product_Category,Quantity,Price
81,40,Clothes,4,57.39968153248571
23,31,Electronics,6,46.47057682793846
80,27,Clothes,8,21.84702942920762
90,35,Electronics,7,8.108343604996438
9,18,Groceries,7,53.67513400929918
7,36,Electronics,4,53.887884419725246
82,8,Books,4,6.415500712919341
72,46,Electronics,3,66.0446863972063
85,49,Books,8,39.330268569371114
90,38,Groceries,4,50.72419893786737
67,5,Electronics,6,48.6132155337461
61,14,Groceries,9,71.27108815986287
17,38,Groceries,4,53.09329450851776
57,20,Books,9,40.15494368432087
24,44,Groceries,6,23.667200324884305
25,9,Electronics,1,7.838708261148568
5,33,Books,8,26.48719935119204
50,18,Groceries,1,64.07194471001525
88,6,Clothes,2,29.52336681306486
31,37,Books,7,69.47599098065864
55,2,Electronics,7,94.07110872740735
26,30,Electronics,5,29.373910056770804
21,6,Clothes,6,78.51411341934522
98,17,Books,8,67.33505144887002
58,39,Clothes,7,42.960608002480214
24,41,Books,1,72.10111779829691
28,23,Books,2,31.568982801803127
30,31,Clothes,7,33.44100073919701
34,20,Clothes,7,43.046737954207146
54,5,Books,5,45.25162242703923
52,21,Groceries,3,57.4673030305045
87,43,Books,3,41.42123326826614
8,11,Electronics,5,86.27095731573004
10,4,Electronics,5,65.12918801361725
55,23,Clothes,4,91.82136165377372
1,38,Books,2,39.79611916018281
84,30,Groceries,1,98.54349820191847
37,42,Groceries,7,72.57439844537666
82,41,Clothes,7,77.98310861004067
21,18,Clothes,1,59.91765592866794
4,41,Clothes,9,88.5232931372419
43,43,Clothes,6,14.302604710331627
66,31,Groceries,3,79.083166977775
21,30,Electronics,9,66.9487173322579
37,34,Groceries,5,84.89419509177809
69,31,Electronics,5,88.52469673039961
81,47,Electronics,1,49.16344798830741
48,38,Electronics,3,96.42875910530478
11,25,Groceries,6,82.32761763877137
95,17,Books,8,87.5632911794371
92,36,Clothes,8,6.223339881539202
44,40,Clothes,2,95.01386464696208
64,30,Books,4,29.19161842733812
32,2,Groceries,3,64.8724980495393
21,24,Groceries,1,48.37691744401616
71,9,Books,4,63.12019539243465
10,1,Electronics,3,60.1967652998502
61,24,Groceries,3,78.27245083418644
92,38,Electronics,3,57.397108172911345
36,48,Groceries,4,58.19404123495875
84,27,Books,6,61.21854046827993
77,26,Clothes,2,25.749271274036634
19,26,Clothes,8,69.931496768814
75,7,Clothes,6,98.39067659662656
99,25,Groceries,4,92.98122991484676
98,16,Books,4,27.32156918225092
44,38,Electronics,1,97.87589217204834
4,42,Clothes,7,83.86407708924617
13,18,Electronics,4,96.83190905554319
59,17,Clothes,7,97.59678703743987
2,49,Electronics,6,49.24449803378344
1,44,Groceries,2,64.53416767689114
40,47,Groceries,4,30.297521708306668
25,6,Electronics,4,24.82075439659834
59,20,Groceries,8,47.598647582862284
37,48,Electronics,9,28.80903575186109
70,23,Groceries,5,85.99788889791141
7,46,Groceries,8,10.55406847498897
4,12,Electronics,9,32.46957051090914
