order_id,date,region,product,sales_rep,units,unit_price,customer_rating,revenue
1071,2024-01-18,North,Widget B,David,49,135.71,4.0,6649.79
1072,2024-01-18,Central,Widget B,Carol,3,195.94,2.0,587.82
1073,2024-01-19,Central,Gadget X,Carol,6,81.12,5.0,486.72
1074,2024-01-19,South,Gadget X,Frank,5,13.33,3.0,66.65
1075,2024-01-19,Central,Tool Z,Henry,5,56.39,4.0,281.95
1076,2024-01-19,South,Tool Z,Alice,47,167.87,2.0,7889.89
1077,2024-01-20,North,Widget B,ALICE,23,174.28,5.0,4008.44
1078,2024-01-20,West,Gadget Y,David,49,156.02,,7644.98
1079,2024-01-20,West,Widget B,Frank,9,31.49,5.0,283.41
1080,2024-01-20,north ,Gadget Y,Eve,35,161.15,3.0,5640.25
1081,2024-01-21,Central,Gadget Y,Henry,20,184.55,3.0,3691.0
1082,2024-01-21,North,Tool Z,Alice,49,124.12,5.0,6081.88
1083,2024-01-21,Central,Widget A,Alice,42,188.77,4.0,7928.34
1084,2024-01-21,Central,Widget A,Eve,35,167.1,3.0,5848.5
1085,2024-01-22,north ,Gadget X,Grace,18,136.72,5.0,2460.96
1086,2024-01-22,North,Tool Z,Carol,17,119.67,,2034.39
1087,2024-01-22,North,Gadget Y,Frank,24,76.23,5.0,1829.52
1088,2024-01-22,North,Widget A,Bob,3,40.26,5.0,120.78
1089,2024-01-23,West,Gadget Y,David,32,124.94,,3998.08
1090,2024-01-23,East,Widget A,Bob,35,70.44,3.0,2465.4
1091,2024-01-23,East,Widget A,Eve,38,174.62,4.0,6635.56
1092,2024-01-23,North,Widget A,Alice,13,198.73,,2583.49
1093,2024-01-24,East,Tool Z,Grace,47,152.96,3.0,7189.12
1094,2024-01-24,East,Widget B,Alice,25,27.19,5.0,679.75
1095,2024-01-24,North,Gadget Y,David,9,64.85,4.0,583.65
1096,2024-01-24,East,Tool Z,Alice,4,30.73,4.0,122.92
1097,2024-01-25,Central,Tool Z,Alice,14,133.6,5.0,1870.4
1098,2024-01-25,South,Tool Z,David,37,155.39,,5749.43
1099,2024-01-25,South,Tool Z,Frank,34,185.88,5.0,6319.92
1100,2024-01-25,North,Tool Z,Frank,11,93.25,2.0,1025.75
1101,2024-01-26,West,Gadget X,David,41,181.26,5.0,7431.66
1102,2024-01-26,North,Gadget Y,Grace,3,176.8,3.0,530.4
1103,2024-01-26,West,Tool Z,Eve,28,70.27,4.0,1967.56
1104,2024-01-26,South,Gadget Y,Henry,29,175.09,4.0,5077.61
1105,2024-01-27,North,Gadget X,Alice,9,81.38,4.0,732.42
1106,2024-01-27,north ,Gadget X,Grace,3,66.41,4.0,199.23
1107,2024-01-27,East,Gadget Y,Alice,25,133.32,,3333.0
1108,2024-01-27,West,Widget A,Henry,34,72.39,5.0,2461.26
1109,2024-01-28,East,Widget B,Eve,12,129.74,5.0,1556.88
1110,2024-01-28,East,Widget A,Frank,42,125.87,1.0,5286.54
1111,2024-01-28,North,Widget A,Grace,9,117.05,,1053.45
1112,2024-01-28,East,Widget A,Carol,15,82.28,,1234.2
1113,2024-01-29,Central,Tool Z,Carol,40,114.21,5.0,4568.4
1114,2024-01-29,East,Gadget X,Henry,25,123.33,1.0,3083.25
1115,2024-01-29,North,Widget A,ALICE,5,113.68,2.0,568.4
1116,2024-01-29,Central,Gadget X,Frank,11,94.44,3.0,1038.84
1117,2024-01-30,South,Gadget Y,Henry,34,12.79,2.0,434.86
1118,2024-01-30,East,Widget B,Frank,24,121.54,4.0,2916.96
1119,2024-01-30,North,Gadget Y,Eve,15,42.0,,630.0
1120,2024-01-30,South,Gadget Y,Alice,38,132.09,4.0,5019.42
1121,2024-01-31,South,Tool Z,Eve,8,154.28,1.0,1234.24
1122,2024-01-31,West,Widget B,Eve,5,105.08,3.0,525.4
1123,2024-01-31,Central,Gadget Y,Frank,48,113.05,1.0,5426.4
1124,2024-01-31,East,Gadget Y,Henry,26,190.78,1.0,4960.28
1125,2024-02-01,North,Widget B,Henry,18,170.96,3.0,3077.28
1126,2024-02-01,West,Widget B,Carol,6,183.7,3.0,1102.2
1127,2024-02-01,Central,Gadget Y,Bob,37,164.62,5.0,6090.94
1128,2024-02-01,West,Widget B,Alice,48,30.69,,1473.12
1129,2024-02-02,Central,Gadget Y,Frank,13,38.31,4.0,498.03
1130,2024-02-02,Central,Gadget Y,Carol,28,110.06,,3081.68
1131,2024-02-02,north ,Tool Z,Grace,5,56.75,5.0,283.75
1132,2024-02-02,Central,Widget A,Bob,13,100.57,3.0,1307.41
1133,2024-02-03,West,Gadget Y,Bob,17,84.93,3.0,1443.81
1134,2024-02-03,Central,Gadget X,Frank,40,114.39,5.0,4575.6
1135,2024-02-03,East,Widget A,David,45,151.91,1.0,6835.95
1136,2024-02-03,East,Widget A,ALICE,32,145.94,5.0,4670.08
1137,2024-02-04,West,Widget A,Bob,29,109.03,4.0,3161.87
1138,2024-02-04,South,Tool Z,Frank,3,166.25,4.0,498.75
1139,2024-02-04,South,Gadget Y,Frank,40,91.86,4.0,3674.4
1140,2024-02-04,Central,Tool Z,Carol,34,180.38,5.0,6132.92
1141,2024-02-05,North,Gadget Y,Grace,40,23.54,2.0,941.6
1142,2024-02-05,Central,Tool Z,David,27,191.39,3.0,5167.53
1143,2024-02-05,West,Tool Z,Alice,13,134.39,5.0,1747.07
1144,2024-02-05,West,Gadget X,Henry,45,82.21,4.0,3699.45
1145,2024-02-06,West,Tool Z,Eve,33,47.46,2.0,1566.18
1146,2024-02-06,West,Widget B,Grace,6,101.04,5.0,606.24
1147,2024-02-06,West,Gadget X,Grace,24,46.97,4.0,1127.28
1148,2024-02-06,East,Tool Z,ALICE,19,41.6,5.0,790.4
1149,2024-02-07,South,Widget A,Henry,16,127.3,5.0,2036.8
1150,2024-02-07,north ,Widget B,Bob,40,109.39,5.0,4375.6
1151,2024-02-07,North,Widget B,Bob,28,137.32,4.0,3844.96
1152,2024-02-07,North,Widget B,Carol,33,186.63,,6158.79
1153,2024-02-08,North,Gadget X,Frank,48,111.13,2.0,5334.24
1154,2024-02-08,North,Tool Z,Bob,41,120.38,5.0,4935.58
1155,2024-02-08,East,Tool Z,David,13,27.03,3.0,351.39
1156,2024-02-08,North,Widget A,Alice,43,146.35,4.0,6293.05
1157,2024-02-09,West,Widget A,Grace,45,85.98,4.0,3869.1
1158,2024-02-09,Central,Widget B,Grace,25,195.58,,4889.5
1159,2024-02-09,North,Widget A,David,42,166.4,,6988.8
1160,2024-02-09,East,Gadget X,Henry,36,109.27,3.0,3933.72
1161,2024-02-10,East,Tool Z,Bob,27,33.41,1.0,902.07
1162,2024-02-10,North,Widget B,Grace,38,173.29,5.0,6585.02
1163,2024-02-10,Central,Widget A,Eve,7,161.96,4.0,1133.72
1164,2024-02-10,North,Gadget X,Henry,5,45.07,2.0,225.35
1165,2024-02-11,East,Gadget X,Alice,43,66.1,5.0,2842.3
1166,2024-02-11,South,Widget A,Alice,45,160.75,4.0,7233.75
1167,2024-02-11,West,Tool Z,Grace,31,45.19,,1400.89
1168,2024-02-11,East,Widget A,Carol,23,184.37,3.0,4240.51
1169,2024-02-12,North,Widget B,Henry,42,90.66,4.0,3807.72
1170,2024-02-12,West,Widget A,Grace,10,26.54,4.0,265.4
1171,2024-02-12,North,Gadget X,Carol,32,164.99,5.0,5279.68
1172,2024-02-12,North,Widget A,Grace,43,80.97,,3481.71
1173,2024-02-13,South,Tool Z,Eve,30,110.03,,3300.9
1174,2024-02-13,West,Gadget Y,Henry,39,31.34,3.0,1222.26
1175,2024-02-13,West,Widget A,Frank,31,10.49,5.0,325.19
1176,2024-02-13,South,Tool Z,Alice,18,131.22,4.0,2361.96
1177,2024-02-14,East,Tool Z,Grace,36,107.88,2.0,3883.68
1178,2024-02-14,North,Gadget X,Eve,2,122.77,5.0,245.54
1179,2024-02-14,Central,Tool Z,Carol,14,160.81,3.0,2251.34
1180,2024-02-14,North,Tool Z,Carol,13,132.86,,1727.18
1181,2024-02-15,North,Tool Z,Alice,29,43.21,5.0,1253.09
1182,2024-02-15,East,Tool Z,David,12,78.55,4.0,942.6
1183,2024-02-15,North,Widget B,Grace,39,182.12,5.0,7102.68
1184,2024-02-15,South,Widget B,Henry,2,156.29,3.0,312.58
1185,2024-02-16,South,Gadget X,Bob,32,115.76,5.0,3704.32
1186,2024-02-16,West,Widget A,Carol,13,58.57,2.0,761.41
1187,2024-02-16,Central,Tool Z,Henry,46,67.39,4.0,3099.94
1188,2024-02-16,North,Widget A,Henry,27,149.07,,4024.89
1189,2024-02-17,North,Widget A,Frank,49,171.72,5.0,8414.28
1190,2024-02-17,East,Gadget X,Henry,41,137.57,4.0,5640.37
1191,2024-02-17,South,Tool Z,Henry,17,163.81,,2784.77
1192,2024-02-17,Central,Tool Z,Frank,40,155.66,5.0,6226.4
1193,2024-02-18,West,Gadget Y,Carol,31,38.44,4.0,1191.64
1194,2024-02-18,South,Widget A,Henry,34,90.55,5.0,3078.7
1195,2024-02-18,West,Widget A,David,24,39.07,5.0,937.68
1196,2024-02-18,East,Widget B,David,45,54.69,1.0,2461.05
1197,2024-02-19,East,Gadget Y,Eve,35,175.16,,6130.6
1198,2024-02-19,North,Widget B,Frank,48,99.85,5.0,4792.8
1199,2024-02-19,Central,Widget B,Eve,6,111.72,3.0,670.32
1200,2024-02-19,West,Widget B,Frank,19,43.9,3.0,834.1
1201,2024-02-20,South,Gadget X,ALICE,30,69.33,,2079.9
1202,2024-02-20,East,Gadget X,Grace,7,53.75,4.0,376.25
1203,2024-02-20,North,Widget B,Henry,10,49.18,5.0,491.8
1204,2024-02-20,North,Gadget Y,Bob,41,131.21,4.0,5379.61
1205,2024-02-21,West,Widget A,Grace,32,58.81,4.0,1881.92
1206,2024-02-21,East,Gadget Y,Bob,34,130.08,2.0,4422.72
1207,2024-02-21,Central,Tool Z,Grace,28,21.11,4.0,591.08
1208,2024-02-21,East,Gadget X,Alice,15,36.94,3.0,554.1
1209,2024-02-22,West,Widget A,Grace,30,62.16,4.0,1864.8
1210,2024-02-22,West,Widget A,Eve,37,123.44,5.0,4567.28
1211,2024-02-22,East,Tool Z,Carol,29,138.41,4.0,4013.89
1212,2024-02-22,West,Tool Z,Henry,22,94.12,4.0,2070.64
1213,2024-02-23,north ,Widget B,Eve,4,94.7,4.0,378.8
1214,2024-02-23,South,Gadget X,Carol,20,147.66,2.0,2953.2
1215,2024-02-23,East,Gadget X,David,32,13.01,4.0,416.32
1216,2024-02-23,East,Gadget Y,Eve,36,74.81,3.0,2693.16
1217,2024-02-24,West,Widget B,David,4,165.55,3.0,662.2
1218,2024-02-24,West,Widget B,Bob,27,124.61,2.0,3364.47
1219,2024-02-24,North,Widget B,Bob,17,74.07,4.0,1259.19
1220,2024-02-24,North,Widget B,ALICE,12,182.05,5.0,2184.6
1221,2024-02-25,South,Gadget X,Grace,22,156.8,3.0,3449.6
1222,2024-02-25,North,Gadget X,Eve,17,60.33,4.0,1025.61
1223,2024-02-25,East,Widget B,David,10,132.61,5.0,1326.1
1224,2024-02-25,West,Gadget Y,Carol,1,123.19,,123.19
1225,2024-02-26,North,Widget A,Bob,22,86.23,5.0,1897.06
1226,2024-02-26,North,Widget A,Grace,26,79.72,4.0,2072.72
1227,2024-02-26,South,Gadget Y,Bob,18,75.28,4.0,1355.04
1228,2024-02-26,South,Widget B,Carol,14,127.26,4.0,1781.64
1229,2024-02-27,East,Gadget X,Grace,47,94.06,3.0,4420.82
1230,2024-02-27,West,Widget A,Grace,29,168.05,5.0,4873.45
1231,2024-02-27,South,Tool Z,David,12,137.22,4.0,1646.64
1232,2024-02-27,North,Tool Z,David,36,23.29,5.0,838.44
1233,2024-02-28,West,Gadget Y,Eve,35,131.63,3.0,4607.05
1234,2024-02-28,West,Widget B,Eve,12,61.52,4.0,738.24
1235,2024-02-28,North,Widget A,Frank,7,122.63,4.0,858.41
1236,2024-02-28,South,Widget B,Henry,29,139.23,1.0,4037.67
1237,2024-02-29,North,Widget A,Frank,11,53.86,4.0,592.46
1238,2024-02-29,West,Gadget Y,Alice,33,96.8,5.0,3194.4
1239,2024-02-29,Central,Gadget Y,Bob,6,46.16,5.0,276.96
1240,2024-02-29,Central,Tool Z,Eve,47,19.94,4.0,937.18
1241,2024-03-01,East,Widget B,David,15,81.91,5.0,1228.65
1242,2024-03-01,North,Tool Z,Carol,32,78.96,,2526.72
1243,2024-03-01,North,Widget B,David,11,199.14,5.0,2190.54
1244,2024-03-01,East,Tool Z,Bob,23,94.81,2.0,2180.63
1245,2024-03-02,East,Gadget X,Frank,26,73.38,5.0,1907.88
1246,2024-03-02,East,Gadget X,David,34,120.29,4.0,4089.86
1247,2024-03-02,West,Gadget X,Henry,46,26.87,,1236.02
1248,2024-03-02,North,Gadget X,Alice,34,192.72,4.0,6552.48
1249,2024-03-03,West,Widget A,Bob,29,130.64,2.0,3788.56
1250,2024-03-03,East,Gadget X,Frank,4,153.42,5.0,613.68
1251,2024-03-03,North,Gadget Y,Henry,17,42.39,4.0,720.63
1252,2024-03-03,West,Gadget Y,Carol,35,87.8,,3073.0
1253,2024-03-04,West,Widget A,Frank,13,90.31,,1174.03
1254,2024-03-04,East,Gadget X,Grace,41,166.14,5.0,6811.74
1255,2024-03-04,North,Gadget X,Henry,39,10.23,2.0,398.97
1256,2024-03-04,East,Gadget X,Henry,15,67.16,5.0,1007.4
1257,2024-03-05,North,Tool Z,Alice,29,196.43,2.0,5696.47
1258,2024-03-05,Central,Widget B,Bob,29,100.23,1.0,2906.67
1259,2024-03-05,South,Tool Z,Carol,11,82.68,5.0,909.48
1260,2024-03-05,South,Widget B,Alice,32,32.77,3.0,1048.64
1261,2024-03-06,South,Gadget X,Frank,2,195.09,4.0,390.18
1262,2024-03-06,East,Gadget X,Alice,47,13.81,,649.07
1263,2024-03-06,Central,Tool Z,Henry,14,150.06,4.0,2100.84
1264,2024-03-06,North,Tool Z,Bob,20,156.03,3.0,3120.6
1265,2024-03-07,West,Widget B,Eve,22,56.29,,1238.38
1266,2024-03-07,North,Gadget Y,Alice,11,137.6,2.0,1513.6
1267,2024-03-07,West,Widget B,Grace,27,27.66,5.0,746.82
1268,2024-03-07,North,Tool Z,Alice,3,58.84,,176.52
1269,2024-03-08,Central,Tool Z,Frank,17,159.7,,2714.9
1270,2024-03-08,West,Widget A,ALICE,44,174.29,5.0,7668.76
1271,2024-03-08,East,Tool Z,Carol,28,125.61,4.0,3517.08
1272,2024-03-08,North,Widget A,Frank,29,106.3,3.0,3082.7
1273,2024-03-09,North,Gadget Y,David,21,40.27,5.0,845.67
1274,2024-03-09,West,Widget B,Bob,47,21.99,5.0,1033.53
1275,2024-03-09,East,Widget B,Bob,16,32.35,4.0,517.6
1276,2024-03-09,East,Widget A,Eve,37,53.2,3.0,1968.4
1277,2024-03-10,Central,Widget B,Eve,20,74.92,2.0,1498.4
1278,2024-03-10,East,Tool Z,Bob,6,82.37,2.0,494.22
1279,2024-03-10,East,Gadget X,Grace,19,75.8,5.0,1440.2
1280,2024-03-10,East,Widget A,Eve,5,55.42,4.0,277.1
1281,2024-03-11,South,Widget B,Carol,3,106.85,,320.55
1282,2024-03-11,north ,Widget A,Frank,1,166.8,,166.8
1283,2024-03-11,North,Widget A,Bob,38,63.14,3.0,2399.32
1284,2024-03-11,West,Gadget X,Henry,15,189.05,5.0,2835.75
1285,2024-03-12,North,Tool Z,Eve,34,175.93,4.0,5981.62
1286,2024-03-12,Central,Widget A,Bob,35,40.74,4.0,1425.9
1287,2024-03-12,West,Widget B,David,49,159.39,5.0,7810.11
1288,2024-03-12,Central,Gadget Y,Alice,25,119.17,5.0,2979.25
1289,2024-03-13,East,Widget A,Frank,24,117.65,5.0,2823.6
1290,2024-03-13,West,Widget A,Bob,12,84.3,3.0,1011.6
1291,2024-03-13,north ,Gadget X,Alice,18,105.22,1.0,1893.96
1292,2024-03-13,North,Tool Z,Eve,15,85.46,5.0,1281.9
1293,2024-03-14,North,Gadget Y,Alice,44,112.55,2.0,4952.2
1294,2024-03-14,West,Widget B,Frank,16,129.31,4.0,2068.96
1295,2024-03-14,West,Gadget Y,Bob,27,138.12,1.0,3729.24
1296,2024-03-14,Central,Widget B,David,8,111.17,5.0,889.36
1297,2024-03-15,Central,Tool Z,Grace,46,147.07,3.0,6765.22
1298,2024-03-15,East,Widget B,Eve,25,36.84,5.0,921.0
1299,2024-03-15,West,Gadget X,Bob,17,50.28,,854.76
1300,2024-03-15,North,Gadget X,Frank,29,165.56,2.0,4801.24
1301,2024-03-16,Central,Gadget X,Eve,8,71.28,2.0,570.24
1302,2024-03-16,north ,Gadget X,Carol,15,14.35,4.0,215.25
1303,2024-03-16,North,Gadget Y,Alice,27,39.22,5.0,1058.94
1304,2024-03-16,Central,Tool Z,Grace,46,52.49,3.0,2414.54
1305,2024-03-17,East,Widget B,Frank,7,191.89,4.0,1343.23
1306,2024-03-17,West,Widget B,Carol,3,118.88,,356.64
1307,2024-03-17,North,Gadget X,Henry,29,187.22,5.0,5429.38
1308,2024-03-17,West,Gadget X,Bob,44,119.28,4.0,5248.32
1309,2024-03-18,Central,Widget A,David,24,101.08,5.0,2425.92
1310,2024-03-18,Central,Tool Z,Eve,3,69.61,,208.83
1311,2024-03-18,North,Gadget Y,Alice,20,125.21,3.0,2504.2
1312,2024-03-18,East,Widget B,Eve,46,36.45,5.0,1676.7
1313,2024-03-19,South,Widget A,Grace,15,180.67,2.0,2710.05
1314,2024-03-19,North,Widget A,Bob,25,167.57,5.0,4189.25
1315,2024-03-19,South,Widget B,Eve,30,70.33,5.0,2109.9
1316,2024-03-19,South,Gadget Y,Alice,14,191.03,5.0,2674.42
1317,2024-03-20,north ,Widget A,Bob,7,166.79,1.0,1167.53
1318,2024-03-20,South,Widget A,Eve,17,136.6,3.0,2322.2
1319,2024-03-20,South,Tool Z,David,44,33.13,4.0,1457.72
1320,2024-03-20,East,Gadget Y,Frank,20,100.86,4.0,2017.2
1321,2024-03-21,South,Widget A,Bob,36,106.16,3.0,3821.76
1322,2024-03-21,South,Gadget Y,Frank,9,54.18,4.0,487.62
1323,2024-03-21,South,Widget B,Henry,38,25.19,2.0,957.22
1324,2024-03-21,North,Gadget X,Bob,48,157.58,4.0,7563.84
1325,2024-03-22,North,Widget A,David,22,33.19,5.0,730.18
1326,2024-03-22,North,Tool Z,Frank,2,122.92,4.0,245.84
1327,2024-03-22,East,Widget B,Carol,24,187.93,1.0,4510.32
1328,2024-03-22,Central,Gadget Y,Alice,8,176.46,4.0,1411.68
1329,2024-03-23,South,Widget B,Carol,11,62.77,1.0,690.47
1330,2024-03-23,South,Widget A,Eve,13,171.78,,2233.14
1331,2024-03-23,East,Gadget Y,David,17,10.06,2.0,171.02
1332,2024-03-23,South,Gadget X,Carol,8,13.36,5.0,106.88
1333,2024-03-24,North,Widget B,Bob,21,124.49,,2614.29
1334,2024-03-24,Central,Widget A,ALICE,18,79.31,5.0,1427.58
1335,2024-03-24,West,Tool Z,Eve,30,83.43,5.0,2502.9
1336,2024-03-24,South,Gadget Y,Carol,18,117.24,5.0,2110.32
1337,2024-03-25,North,Widget B,Henry,46,46.44,,2136.24
1338,2024-03-25,West,Widget B,Carol,47,50.23,5.0,2360.81
1339,2024-03-25,Central,Gadget X,Henry,31,102.07,,3164.17
1340,2024-03-25,West,Gadget X,David,38,153.31,5.0,5825.78
1341,2024-03-26,North,Tool Z,Alice,32,127.7,4.0,4086.4
1342,2024-03-26,West,Tool Z,Carol,11,66.5,5.0,731.5
1343,2024-03-26,East,Widget A,Grace,45,91.76,4.0,4129.2
1344,2024-03-26,West,Widget A,Henry,25,42.43,,1060.75
1345,2024-03-27,South,Tool Z,Carol,33,24.18,2.0,797.94
1346,2024-03-27,South,Tool Z,Frank,38,158.71,2.0,6030.98
1347,2024-03-27,East,Gadget Y,Bob,41,60.42,3.0,2477.22
1348,2024-03-27,North,Gadget X,Grace,8,43.78,1.0,350.24
1349,2024-03-28,South,Widget A,Grace,11,141.41,4.0,1555.51
1350,2024-03-28,Central,Gadget X,Henry,22,127.43,3.0,2803.46
1351,2024-03-28,South,Gadget X,Frank,24,130.31,5.0,3127.44
1352,2024-03-28,South,Tool Z,Frank,41,53.49,2.0,2193.09
1353,2024-03-29,North,Gadget Y,Eve,17,54.2,3.0,921.4
1354,2024-03-29,West,Widget B,Henry,12,51.95,5.0,623.4
1355,2024-03-29,South,Gadget Y,Alice,46,43.01,4.0,1978.46
1356,2024-03-29,East,Gadget Y,Bob,32,134.59,2.0,4306.88
1357,2024-03-30,West,Gadget X,David,15,171.12,5.0,2566.8
1358,2024-03-30,Central,Gadget Y,Grace,16,147.62,5.0,2361.92
1359,2024-03-30,North,Widget A,David,22,160.5,4.0,3531.0
1360,2024-03-30,Central,Gadget X,Carol,28,86.91,4.0,2433.48
1361,2024-03-31,West,Widget A,Carol,20,134.27,,2685.4
1362,2024-03-31,West,Widget B,David,33,77.3,5.0,2550.9
1363,2024-03-31,West,Gadget X,Carol,10,109.85,,1098.5
1364,2024-03-31,Central,Widget B,Alice,40,101.51,5.0,4060.4
1365,2024-04-01,West,Gadget X,Frank,32,43.61,3.0,1395.52
1366,2024-04-01,Central,Tool Z,Carol,33,83.54,4.0,2756.82
1367,2024-04-01,north ,Gadget Y,Eve,2,193.13,3.0,386.26
1368,2024-04-01,East,Tool Z,Carol,33,57.23,5.0,1888.59
1369,2024-04-02,West,Widget B,Bob,33,35.42,4.0,1168.86
1370,2024-04-02,Central,Gadget Y,Alice,41,89.53,5.0,3670.73
1371,2024-04-02,South,Gadget X,Bob,13,160.16,3.0,2082.08
1372,2024-04-02,West,Gadget Y,Bob,30,120.61,3.0,3618.3
1373,2024-04-03,north ,Widget A,Eve,33,139.39,4.0,4599.87
1374,2024-04-03,East,Gadget Y,Alice,13,46.04,5.0,598.52
1375,2024-04-03,North,Widget A,Alice,26,127.6,4.0,3317.6
1376,2024-04-03,East,Gadget Y,Henry,22,71.47,1.0,1572.34
1377,2024-04-04,West,Widget A,Alice,39,168.52,5.0,6572.28
1378,2024-04-04,South,Widget B,Alice,2,129.57,2.0,259.14
1379,2024-04-04,South,Tool Z,Alice,38,47.78,,1815.64
1380,2024-04-04,Central,Gadget X,Eve,39,22.28,1.0,868.92
1381,2024-04-05,South,Gadget Y,Carol,26,18.1,5.0,470.6
1382,2024-04-05,Central,Tool Z,Henry,46,80.57,2.0,3706.22
1383,2024-04-05,North,Gadget X,Bob,15,60.51,,907.65
1384,2024-04-05,West,Gadget X,Alice,34,132.76,4.0,4513.84
1385,2024-04-06,Central,Widget A,Grace,42,104.87,2.0,4404.54
