day,AAPL,GOOG,MSFT,AMZN,META
25,105.86724362586337,90.08585852482103,105.16226747995046,118.96269303209542,95.85386574947117
26,105.34927334731043,91.60721416014813,106.2717363950394,120.15671943268286,94.8262548952431
27,103.32039727785416,89.65860353898542,104.72843018698039,120.99274891777247,96.32860441787686
28,104.04299116360336,88.72396752000247,108.63460712662847,124.78695584180454,95.69684275957108
29,102.39476233021081,88.99982119565937,111.47897361003784,125.68304596360356,96.81638834087533
30,102.01235768626944,89.86061778554553,115.03390197004609,125.14459814349341,97.14283640578783
31,102.58280122134428,90.41717928771642,111.88696349394276,120.59435562749088,95.22945871617947
32,102.97941719187227,91.47003287101663,110.7610984830562,124.02431442178359,95.00464781194282
33,103.0727918008702,91.16145193908736,111.11393894153917,125.8470287580128,96.32605890520153
34,101.28790398978576,94.02920327417614,108.76130544140092,126.10963557095289,95.84678740493129
35,99.23464157708845,93.93499452094957,107.21534126163512,126.35681843728742,96.67092366457938
36,102.2505066739738,94.56152489687081,105.96563467575993,125.43370861942083,96.99042219538721
37,102.49304747303438,97.41132384454204,109.0189694752706,124.59876347141584,95.97995722946715
38,97.43191970441201,96.39593733126043,106.96062165923024,123.77955400234828,96.7829725748887
39,97.82671715223461,96.38635989315578,107.44213107802804,123.5294806986912,97.21368116700799
40,91.7508380626516,95.91657727160582,107.25780967607403,122.75059370555125,96.83926372796267
41,93.09708035194193,94.82344798576243,112.1401484665515,124.51429666622973,96.87547433747034
42,92.75944947063049,94.70684463106922,110.16103758150896,124.33959494397698,97.46565449767891
43,93.88779599792777,95.85916376153763,109.6118755610983,120.92794182999391,96.21814928256828
44,97.01293019031604,97.64136608081071,110.48039827324996,119.16021846773842,96.27328875179633
45,94.65426116150346,96.61775262390388,109.99490507240294,118.36063146084925,98.18200436014003
46,92.05225257184885,95.00731165973973,107.06544551097126,115.52524740794459,98.47513320237228
47,89.19701437518788,96.49886330521723,106.59152142703958,115.74214917928258,99.16207138485701
48,88.47006422882625,98.56151030409696,106.23112210389563,117.18410793282636,98.81736501909182
49,89.03074194826259,99.16390396700454,106.8169387514181,114.98021994756246,99.73242642149087
50,88.50885340253426,100.47247781253282,102.36723058822086,111.7157600378194,100.51025632389543
51,91.91471508456331,102.21567199247387,101.03001277822696,108.0524481610949,102.06537095222683
52,91.81259353717536,103.48214613115778,101.31389851397694,108.17059874695079,108.3412544086811
53,91.84725022082478,103.20467913675951,101.11865505801096,106.96897771559941,110.56335073544696
54,91.24532760490388,104.5779834916712,101.7467304311443,109.66371883102639,111.55215712598611
55,89.10220585159821,101.8909670341944,104.70575399860125,108.39092477472134,108.69874046978478
56,87.96084033153522,104.55317531207737,101.8244053294465,106.58198078283321,107.31238388921649
57,85.82994215110189,102.15683698624254,98.82866101089196,105.65623029134656,106.60664866843754
58,84.70860231418912,98.88279828271389,101.38796267576629,102.93617508464969,107.25471872490353
59,82.94865706306939,100.26349097292429,103.3964904417682,101.19576063895835,103.25815788176274
60,84.15308436738822,104.14848709224005,104.31184380395457,101.5719844467867,105.01754714621865
61,85.4933564079134,102.48719507608361,102.99720835504374,102.87248633049512,104.76787461113975
62,87.81837682704843,101.10413464169032,104.60737782577057,103.63167062425045,104.55554210977137
63,89.95315163783151,102.53994729925027,102.5771029582748,105.0196376305133,107.52444814116122
64,89.763649885645,102.08229843855108,101.2630712915734,105.04357667446588,109.06480643494068
65,88.35181463126844,99.41988899896049,100.55519679878593,102.23568452095915,110.26721296711719
66,87.64485780491823,96.03801928530147,99.9064899806532,101.89353368128957,111.31781864316883
67,87.43412663768946,99.74517427713933,98.92485992362712,101.81734877149991,111.14449692167842
68,86.98477503336464,100.0797319828435,100.05151438818325,104.63545831558318,107.76425381925216
69,86.14451097891137,99.23708246581069,101.9968778167519,103.94368089424368,103.8079434605621
70,86.33895230479787,99.21983808451846,102.41541460122683,101.85456525414469,107.49272684472378
71,85.82442673430874,98.89632090827702,100.63871887536715,100.0255771616886,104.94836306131849
72,85.194548139403,97.06883840121816,104.9166693591956,96.36625392324531,102.6578729817472
73,84.55558715559081,98.43438918643547,104.10409086386281,97.72675256449057,100.70201002746082
74,84.69825310291702,101.979422052243,102.15960899907806,98.5995500954023,101.17020641168861
75,81.00932546172959,100.8356170943436,104.54937234743164,98.91572768480769,98.79617912714207
76,82.17735871197864,99.92392820142008,105.3576167427667,99.71405644175265,96.65858420853262
77,83.52753879038985,97.97957146330371,102.69307853922949,98.01789604031941,96.03985086445715
78,83.75236813000409,96.52551020229461,104.28641517983462,98.56136590824076,94.7618833652759
79,85.29742827267067,98.84260089712149,104.13284210980194,98.18757672580296,91.50483634703592
80,84.64737118508314,98.31715814878606,104.69747490721528,97.90632643071527,91.99850858630366
81,87.32841168688807,97.32931989225413,103.72628498498027,95.42378466414395,92.02857775301295
82,89.09579314902413,94.02670820775494,102.40529448095283,95.54015903663034,93.65344501089946
83,89.82555603689029,94.68808220137134,101.99789333218399,96.51362187493163,95.62050570755518
84,86.8506248868292,96.12590593789078,101.8475373655003,95.54376171912183,91.10619245255091
85,84.5279848507757,99.49625768068013,100.50485076958107,93.53998622170161,90.32346268441569
86,83.31925848618023,99.79391453550849,103.65265631212755,92.49519396026375,90.64792603106653
87,81.4700097451196,102.92602576063483,104.0973308571937,90.56069632408966,92.34847400583637
88,83.49065645976583,103.31056656507005,100.78992454802447,93.89937026857127,92.96951399348907
89,85.51089655050865,102.2296544735272,100.03958095899192,94.15409437777801,95.11052785794678
90,85.79867928449309,99.74182730355304,100.6154376041003,97.32184013884164,95.28341747421692
91,86.06401018700562,97.30343052490907,97.88036028449253,96.13655061835382,94.71055385915693
92,86.28644683012371,97.67575642861323,101.11758751480188,96.29759378691361,96.7967958427982
93,86.26172182578256,100.597907523665,97.45357618233172,95.1989294558021,98.76808841821921
94,86.00917974676503,102.54093141585628,98.25611077006108,97.06552211586896,100.03657963219825
95,87.21941981973814,105.70066217244474,100.26402185885843,99.06362993980036,100.12749166266374
96,86.25344578798259,104.36767026833476,101.83214467261006,94.39547701793764,97.59250786873291
97,84.64998510005543,103.90401373993177,96.65974772864368,96.85040631147328,98.82041683762453
98,88.12150321629304,106.18807533642666,98.72168644775182,101.36026046690428,97.74725042466993
99,85.5539706564399,105.74860957424099,97.15472415528868,100.89135032984066,95.7634118715175
100,86.5744739377583,106.89257162389771,97.15098845198493,101.57280465316285,95.53949053549478
101,87.93040833631241,107.0950910912328,96.68491939027962,103.53063072722392,98.02828905667165
102,90.35937400367669,105.04739694683767,95.70480379612366,100.11680917818062,97.6104737325262
103,91.1600944130374,104.82115626917829,99.52267532821337,99.35712957022022,95.55620700525202
104,92.24862006790188,105.18853388563556,100.67307270886181,100.01263091832288,96.07123471627986
105,88.45919272605587,103.72384389916425,99.54122346095959,99.36870255356031,95.26115422036271
106,89.2371757953569,105.03038303141736,97.36229745920846,100.79344145321431,96.43194000571488
107,90.11738723601475,102.14483741635372,98.2731348237087,101.0105732456811,98.35221597525737
108,93.43820035498841,105.49390075073141,98.54404202652404,101.05730206393666,99.65298905906634
109,91.42321685423177,102.5283633206779,97.66594815809175,103.60639766093907,99.04472104052951
110,94.25944919774206,97.01612656786779,94.66163863226134,103.40210366040526,100.8702832008455
111,94.17536375071815,96.87913426743985,94.4786615348282,99.86980143891344,103.28547373673007
112,92.9445725759695,99.0628816038143,94.39268085016266,102.07731943559249,104.04899601744495
113,92.79287249766136,99.56194857336189,91.6983132246432,102.14068690688896,107.73588365036927
114,95.30037095406803,97.66854746688544,92.67675644758901,102.69985900408712,109.56593079707095
115,95.52774805665155,97.2621098515228,95.2238387178031,103.19688571459244,112.40807339492972
116,97.45634020227745,96.68127589200051,94.95378615023657,107.31144677914966,112.89581573148911
117,96.03684466697514,94.43567238933673,96.87029903138281,107.70986731721312,111.17700487449764
118,97.39000750895786,94.78525518607216,93.75298074450727,109.04001332641005,114.238387536738
119,102.55719240872239,94.89888083357596,94.23733608150798,112.65689200607669,114.68185646814617
120,103.17509072291584,93.75636394294597,91.69143292429769,114.789567512013,111.85354977922113
121,105.60868157825512,92.33619717989404,92.22522000745751,113.99506634675993,114.56959204540813
122,106.29917325544025,96.07394356762637,90.2930124067619,115.00003485253261,114.73547561543182
123,106.94945923533304,99.2395440017551,91.40191554339843,112.44699142361172,116.02428041652384
124,106.1171838762597,98.35363111685348,93.3805969861876,111.15605597092228,115.2040468541671
125,106.23909177027073,100.28269848614218,94.52037111884958,110.69147483881896,114.63593766068357
126,103.85436109470119,98.8196508945938,93.33804141370895,110.41665760024497,119.34239230441754
127,102.5120297325242,98.28583325423736,89.62907712752073,111.80680521446207,115.69386782424607
128,100.72040033829002,100.40646591037216,85.97712050819946,112.0775269402444,117.62083934423069
129,103.89255594767735,98.62499658223369,84.95321755351107,116.2542453712808,117.62069785919238
130,102.42511749211928,97.26848365854352,83.35841774009181,115.29408430938102,120.26882333079303
131,104.31209218957788,95.05822719728206,83.75880657187867,114.42767045593061,122.22678832718901
132,104.03840370391124,95.81508301652487,83.53529307680681,109.58507691413095,122.40292767436955
133,101.47628829900994,97.3061976612118,82.4484010858437,108.32120706147477,122.44234084535186
134,102.70707838157634,97.02491558516331,85.24387889160724,112.00878545811415,126.7795313189845
135,102.27800684229919,94.23848446311348,87.39323544507523,111.13552517705088,126.93979643985087
136,103.62318155963118,91.30813724589589,90.33277091140351,113.15399184463013,127.901234668177
137,105.53887833263983,92.37708599965148,90.58936920132167,112.51585715969227,126.0874251112311
138,106.19995506070418,93.09337503392207,92.61960575748543,113.02481138809648,124.01611119070728
139,102.95572368790901,92.90261359362121,92.61505199183924,112.85970884637271,120.33761228349833
140,105.24472278687786,94.96461739559146,91.14812894063972,114.75107016951445,122.71417189469057
141,105.3783569557883,93.22672236346209,94.18430973284141,115.68646035985056,122.16066398988012
142,107.07335720994897,96.34914982384478,93.29909439507273,117.35600052607984,127.06519481240399
143,104.76113818539861,95.34419976599376,92.23625733250587,117.04348259116001,126.59598877975931
144,105.44598096979814,93.83951057571316,91.14029567727724,117.80978373100615,127.05233169794636
145,107.35921799499046,94.65825494319614,92.60442833967953,115.2048998435671,126.1448356368981
146,111.45801671198565,95.45115495872444,94.04607502133572,115.89295640534505,127.28611838024236
147,110.99996735716185,102.57007613605134,93.35054456314919,115.86208381198956,121.321097197013
148,113.54000484157076,101.4941514469301,93.28374049215543,114.70226144256128,121.04556775263018
149,112.95283005442049,101.45753535905082,93.23188638383877,114.40624125273867,120.70016838457505
150,116.00585540510994,103.31356442461382,94.94887967935888,112.79890778278752,123.83449295331144
151,118.7206859931528,102.22748672104336,97.93614439352517,111.32369596580365,119.41505753769903
152,121.42588508678831,102.0344209145567,99.91842566768423,109.71192798329888,116.4975103980203
153,124.5169079040497,99.2522753788692,96.89554082660432,105.61985308604301,110.22023018171527
154,122.01688361887446,95.08551892435275,96.87499052280072,101.05025923950815,107.88814418824842
155,127.90664544943367,95.79199966445915,97.02585635589266,97.87615643781,107.41319522915684
156,128.0938036660608,92.81196408058683,97.3196690205757,100.28615192034084,106.7209914964337
157,127.65331455291744,89.14226943845527,94.68129285969597,102.48142071869052,105.37093718758743
158,125.36429723381595,87.95998227153645,94.61983411755689,100.18447160612311,105.69073020674693
159,122.06134217279505,89.37687360228283,92.68679387344176,102.91656063732275,105.7223731398049
160,120.07431400695012,91.06660632042652,90.21864057066334,101.84756718452365,105.77508776707627
161,119.84359269668137,87.52456239010962,88.6169486271424,102.24193770640157,103.07090971245452
162,122.9793044121694,88.4398875740235,87.75407721564994,101.84337497464604,107.03420728766022
163,125.36579870776701,89.1595505595029,85.34722622242977,105.26998334425713,109.3656110347622
164,125.05676393068089,88.22880581994747,85.06961072827406,102.82099733819582,108.39487267829224
165,127.04367893534216,85.13864801689695,84.57920085380321,103.10673418211778,108.6739536541775
166,124.14524575667639,83.19090466476811,86.48506077707682,100.66257921197813,110.94395542727322
167,123.01482918322631,85.04954337479114,85.80266967770078,98.39054358046148,112.91736464578874
168,123.03355045760327,87.59338502088508,87.39115907854863,97.98909187100132,111.96237897275023
169,123.15263647578422,87.97121704904025,85.9064705162293,99.70291921181516,111.13166205099301
170,122.17616493592689,87.06856530719291,86.34746938254317,98.38161079832783,111.48778632363856
171,129.19153098014084,87.01875986476743,85.64401996418853,95.20192097473627,111.65563907154636
172,126.42021789789821,86.41079098403235,85.94706253083044,92.00844174187179,112.0638433438063
173,127.25611689209393,84.24005858394217,85.31799306776135,88.74499244952997,115.70903921454403
174,128.1642942477022,83.98000990886445,85.08209843634202,90.8214849328809,115.54908827980745
175,129.07960732981107,86.6131268602905,84.53733840162722,88.90275832629905,113.71615043229468
176,132.88745962676342,86.81504625750077,83.73413212379073,90.69625414974489,116.06664855749777
177,131.69513215402102,85.18635035354201,81.18545565331564,87.54371586697988,115.51089489462107
178,129.42812755572817,88.45648198379008,81.32121004148783,84.25056602802303,118.89484406307153
179,129.91234238693372,89.75738352622638,82.47931743760677,84.79413850360767,120.20592235457659
180,130.59946849581561,87.8369779875618,83.1280515058947,86.59174858401461,119.76184711581324
181,132.11347223921993,88.62148800428925,86.24527307015926,86.19821959232799,119.1240134395915
182,131.8707869843702,88.48442386238774,82.45419237587672,85.14003114810511,119.90056587096905
183,131.91495391079255,87.1246412900562,81.40586403561828,84.57892005861531,118.05272490866317
184,130.63359429227447,86.23291501398728,82.91821222492878,86.35898816069202,120.33783125522955
185,131.81908972524332,85.06243359984566,84.5676102801812,85.86084267914394,120.45353681598041
186,135.46250156497658,85.24805979738666,85.02939469930062,83.510492913809,121.69334049845229
187,132.89970258830078,87.03446155549395,84.75841498218803,79.89784736221205,120.885507157544
188,132.36113221714993,87.92759173471521,85.94566385803074,79.41550496810454,123.42099560994517
189,124.29937004925374,86.72427860383604,84.0967562056308,77.48698258868836,125.87575727799478
190,126.44106856794754,85.43180661127475,86.14475988387159,77.68322141908843,124.8810501089873
191,124.76324265816181,84.15438593183295,87.00665698367767,78.73929969007081,125.54091349145256
192,119.8107637157884,84.69700261690856,88.04011510388686,77.73132112357814,125.71239521206661
193,115.4844447076929,82.68025604006219,87.5147943272352,77.28989762279735,126.6630369080971
194,112.83170082979062,82.15902597066105,86.70506149452467,78.14948492635091,130.37972614022638
195,116.84119927324647,79.66161963057154,86.6651617396158,76.4680403093871,130.27612860266774
196,117.8926102302541,79.83146518575886,86.62355217638518,78.80950908907212,132.23439291965127
197,117.31012136265949,79.91007616582719,88.18965799222067,79.81643801641361,131.18053834875707
198,113.27473841303079,78.07803729419331,88.49174619346658,77.05341913906952,130.84673020589875
199,112.30796639236766,79.69396494125267,86.23260960764526,74.17028192391396,129.81804613969362
200,113.79971989956745,81.45838144618772,84.72086128654217,74.9086095922023,127.02770547371485
201,112.16415983940955,82.42956138375963,85.98947270590206,73.4629514151825,128.3040942261094
202,108.10397708601253,82.13719419184261,84.10280485407996,72.32191750852101,125.13355856534025
203,109.36228020868721,83.0936627564004,82.98965063953132,72.90366237428567,125.8520595395403
204,109.13623973724869,86.8021891953321,81.64644970434505,72.9609946070782,124.95570892281431
205,108.38193320895199,87.12292762529273,81.20772861170737,71.75205122232306,125.32920255674362
206,111.03084440520622,88.82564560615758,81.57895402581539,70.73981060396332,125.86029070723217
207,113.52248246559277,91.01271257812137,82.20902206697066,70.26131496885318,125.41364484858144
208,115.34663582361011,92.31679811710785,79.40894833229618,71.22854946723348,127.27412179106076
209,113.37466920785371,90.96060469965533,78.2546129671721,70.3011711265574,123.78029851063597
210,114.14388815765982,89.58716925235255,78.1836153029443,69.63985842903236,124.47585462718764
211,111.91587674862211,90.07272656108714,78.83489453834717,70.83753203335249,129.53707584779914
212,107.38338340592092,90.69694767732169,77.76352307067873,68.19612876394828,131.80186241889777
213,110.33811795192526,90.03433966521386,78.13130368966097,68.14285193743028,133.0179000455722
214,112.35462523450919,90.70295133407933,78.71283191584759,69.91645269551942,132.64686696965833
215,114.50533975209267,89.26860761956557,81.3245459795132,70.99131205617013,131.64583793931166
216,109.81866377370034,89.31269806238042,79.46460491916196,71.4537363493518,135.59040959563703
217,110.22587728057238,89.03979646077772,80.05034982042528,71.89906066188463,129.39650405692015
218,110.81370161930879,90.19635067998742,79.67604506143941,73.35673949544154,129.1310620714949
219,112.58296344920247,94.43871166593772,79.56236298340583,70.59728857992847,128.32884091720643
220,108.81754739763734,95.64809954335341,81.71423107580331,71.6225043833551,129.21816835720242
221,107.47670146232338,98.7596204926416,82.99610657085698,72.06717878936696,129.81357850834812
222,107.77078823907192,99.70672731074069,82.02525226688866,74.33662181129138,130.27481814470306
223,109.1264967161545,98.89530889294956,82.68395138717507,71.05602659991632,127.4571496955154
224,109.11250071495584,96.36203945440971,86.86140533427928,68.7589594014799,128.40614421746145
225,112.84271310675547,97.3427332729429,86.36731064583294,68.03784979433894,130.21192976643695
226,111.10653502941805,97.1589562476923,87.6133363090508,67.65400701449785,130.5052625823405
227,110.48809639374618,95.34028217022204,89.76689340595195,69.60023259565693,129.74611159700174
228,109.95775725022887,95.04917817072302,90.78483919903529,68.38557454501354,129.58137304216277
229,110.59285094234316,96.32571040804481,85.91647101454656,68.9740238733694,130.54604271809634
230,112.90085146337312,95.36484269252783,85.07289633418026,70.68831616046654,126.59118115713423
231,116.69828211985032,100.41663436708595,85.93210662200043,71.88461537626222,122.93689980659221
232,115.14596944081994,102.61510308128288,86.59948195645823,71.66007224625358,123.57257022911368
233,116.37760881439357,102.06636218667423,86.59264789031398,71.64386833265974,121.05960372168809
234,117.19181598376419,105.86820057887701,89.68954052807261,69.59408559486397,122.51036534318307
235,118.8452374225333,105.05507331765853,88.02053649677777,67.813636318229,121.48630809744319
236,119.73994947783788,104.7758762487383,86.99507386134874,66.17350576027101,122.40263419434636
237,122.38271618936938,102.90282717955907,87.82270568081744,63.76412083826789,120.86407521772952
238,124.24373422028971,100.67824848806191,86.81082618782222,65.63112168789698,119.16507172594166
239,122.20089105785273,101.89539425514138,90.31702770591073,65.34994513270483,121.07187850583674
240,125.59742121709994,102.61229745509269,89.87570433094054,64.24668105477225,117.72838948301205
241,128.4854613917865,103.03584389842449,92.34981206770796,65.56280721849717,116.34277338823054
242,125.53417383974225,103.94171593720367,91.2345382213654,66.0916460164441,114.7112083384941
243,123.45213597028683,103.70086972914842,93.00149296058801,66.53134252278099,117.5055117583824
244,120.50392004451835,101.58226464671978,92.88222310858909,69.51115063029322,119.16045703812517
245,118.01951935525636,101.47841850263129,93.33979723542413,68.75940075916202,120.69135035106966
246,117.70966262747027,100.9231701636584,95.77021264863353,66.48126957559906,118.45111648154798
247,115.85911494766643,99.27620495787272,94.43168311264904,67.16751793634381,121.13807526278919
248,118.06032845033289,97.3209881994898,94.27615411398564,67.81172200272162,121.78181864640838
249,121.2446857343045,96.06336129827024,94.61865671612684,67.31414928976301,122.45609680505778
250,118.7158427582415,94.34225994205913,93.29368832262065,66.59284040737026,126.36961152158526
251,121.6004657728742,93.98885763487878,93.66373883370441,64.53504115575468,125.98025529951624
252,122.05028038835349,96.21544769332569,94.32508967642968,65.1287546371964,126.79612080251464
